District,Mandal,Date,Rain (mm),Min Temp (°C),Max Temp (°C),Min Humidity (%),Max Humidity (%),Min Wind Speed (Kmph),Max Wind Speed (Kmph)
Adilabad,Neradigonda,12-Feb-21,0,13.4,32.5,21.1,85.5,0,9.6
Adilabad,Neradigonda,13-Feb-21,0,13.8,31.5,30.1,81.8,0,6.5
Adilabad,Neradigonda,14-Feb-21,0,15.3,32,34.9,84.3,0,9.3
Adilabad,Neradigonda,15-Feb-21,0,16.9,32.6,33.6,75.3,0,7.7
Adilabad,Neradigonda,16-Feb-21,0,16,32.4,33.2,77.2,0,11.2
Adilabad,Neradigonda,17-Feb-21,0,16.5,32.1,36,74.9,3.1,11
Adilabad,Neradigonda,18-Feb-21,0,16.8,31.1,32.2,88.7,0,6.4
Adilabad,Neradigonda,19-Feb-21,1.5,16.2,28.1,36.9,97.1,0,14.8
Adilabad,Neradigonda,20-Feb-21,3.2,13.2,23.5,59.1,100,0,12.5
Adilabad,Neradigonda,21-Feb-21,0,14.7,29.6,38.4,92.7,0,14.6
Adilabad,Neradigonda,22-Feb-21,0,15.3,30.7,38.4,93.5,0,9.9
Adilabad,Neradigonda,23-Feb-21,0,12.8,33.4,21.3,88.3,0,11.4
Adilabad,Neradigonda,24-Feb-21,0,14.2,33.7,24.8,77.5,0,11.5
Adilabad,Neradigonda,25-Feb-21,0,14.5,35.1,20.9,68.8,0,11.1
Adilabad,Neradigonda,26-Feb-21,0,17.6,36.2,20.1,62.2,0,10.2
Adilabad,Neradigonda,27-Feb-21,0,18.8,36.3,24.4,45.8,0,7
Adilabad,Neradigonda,28-Feb-21,0,16.3,35.3,19.4,58.2,0,10.2
Adilabad,Neradigonda,01-Mar-21,0,23.5,35.8,15.2,44.6,0,12.1
Adilabad,Neradigonda,02-Mar-21,0,18.8,35.9,19.4,67.9,0,12
Adilabad,Neradigonda,03-Mar-21,0,17.4,35.6,17.3,53.5,0,15.7
Adilabad,Neradigonda,04-Mar-21,0,14.6,35.2,15.9,60.3,0,12.5
Adilabad,Neradigonda,05-Mar-21,0,17.7,35.3,14.5,60.1,0,10.6
Adilabad,Neradigonda,06-Mar-21,0,18.2,35.1,20.9,53.2,0,15.8
Adilabad,Neradigonda,07-Mar-21,0,17.8,36.8,14.5,46.8,0,8.6
Adilabad,Neradigonda,08-Mar-21,0,17.6,36.1,18,58.7,0,7.8
Adilabad,Neradigonda,09-Mar-21,0,18.3,35.3,20.1,77.7,0,10.2
Adilabad,Neradigonda,10-Mar-21,0,20.6,34.7,25.8,74,0,11.1
Adilabad,Neradigonda,11-Mar-21,0,18.6,35.1,22.3,79.2,0,12.1
Adilabad,Neradigonda,12-Mar-21,0,17.4,35.4,19.4,77.7,0,11.2
Adilabad,Neradigonda,13-Mar-21,0,19.8,34.8,23.6,72.1,0,16.1
Adilabad,Neradigonda,14-Mar-21,0,16,34.2,24.4,61.1,0,14.6
Adilabad,Neradigonda,15-Mar-21,0,16.8,34.5,19.9,59.2,0,11.1
Adilabad,Neradigonda,16-Mar-21,0,18.7,35,20.9,65.5,0,12.8
Adilabad,Neradigonda,17-Mar-21,0,19.2,35.8,25.8,66.5,0,8.4
Adilabad,Neradigonda,18-Mar-21,0,23.7,35.6,23.6,71.8,0,11.4
Adilabad,Neradigonda,19-Mar-21,0,21.5,34.7,27.9,68.9,0,10.6
Adilabad,Neradigonda,20-Mar-21,0,21.3,33.9,25.5,66,0,9.1
Adilabad,Neradigonda,21-Mar-21,0,20,33.8,29.3,67.4,0,14.7
Adilabad,Neradigonda,22-Mar-21,0,19.9,35.6,20.9,62.5,0,10.5
Adilabad,Neradigonda,23-Mar-21,0,23.5,34.7,28.6,57,0,14.6
Adilabad,Neradigonda,24-Mar-21,0,18.5,32.8,34.6,68.4,0,18
Adilabad,Neradigonda,25-Mar-21,0,19.9,35.4,25.1,59.3,0,11.8
Adilabad,Neradigonda,26-Mar-21,0,23.7,36,24.4,47.1,0,14.5
Adilabad,Neradigonda,27-Mar-21,0,19.8,36.9,19.4,41.1,0,17.5
Adilabad,Neradigonda,28-Mar-21,0,19.9,37.5,14.5,33.1,0,10.5
Adilabad,Neradigonda,29-Mar-21,0,20.8,38.7,12,38,0,15.1
Adilabad,Neradigonda,30-Mar-21,0,21.1,38.9,14,36.2,0,10.9
Adilabad,Neradigonda,31-Mar-21,0,22.5,39.4,14.7,63.3,1.1,16.9
Adilabad,Ichoda,01-Jan-21,0,16.2,27.9,41.3,77.1,0,1.4
Adilabad,Ichoda,02-Jan-21,0,15.5,27.4,52.2,96.5,0,1.7
Adilabad,Ichoda,03-Jan-21,0,14.5,28.2,44.8,100,0,1.3
Adilabad,Ichoda,04-Jan-21,0,16.1,28,38.6,97.5,0,1.1
Adilabad,Ichoda,05-Jan-21,0,17,27.9,39.1,87.9,0,1.8
Adilabad,Ichoda,06-Jan-21,0,16.7,28.7,49.1,87.6,0,1.7
Adilabad,Ichoda,07-Jan-21,0,20,28.1,58.5,93.3,0,1.6
Adilabad,Ichoda,08-Jan-21,0,20.9,26.7,65.9,83.3,0,1.4
Adilabad,Ichoda,09-Jan-21,0,16.4,31,49.2,89.1,0,1.4
Adilabad,Ichoda,10-Jan-21,0,14.2,31.3,24.6,68.8,0,3.4
Adilabad,Ichoda,11-Jan-21,0,16.9,31.2,22.6,70.1,0,0.3
Adilabad,Ichoda,12-Jan-21,0,20.2,32.1,36.4,72.8,0,1.6
Adilabad,Ichoda,13-Jan-21,0,19.7,31,41.1,85,0,1.4
Adilabad,Ichoda,14-Jan-21,0,16.1,32.1,34.5,87.9,0,1.4
Adilabad,Ichoda,15-Jan-21,0,16.4,31.3,30.5,73.8,0,2.9
Adilabad,Ichoda,16-Jan-21,0,16.5,31.3,35,69.6,0,2
Adilabad,Ichoda,17-Jan-21,0,17.9,30.6,36.1,81.8,0,0.3
Adilabad,Ichoda,18-Jan-21,0,16.4,31.1,34.5,85.2,0,8.6
Adilabad,Ichoda,19-Jan-21,0,18.1,30,41.1,86.8,0,4.6
Adilabad,Ichoda,20-Jan-21,0,18.7,31.6,39.5,82.7,0,0.9
Adilabad,Ichoda,21-Jan-21,0,20.4,31.9,38.1,71.5,0,6.3
Adilabad,Ichoda,22-Jan-21,0,15.8,30.5,36.4,68.3,0,12.3
Adilabad,Ichoda,23-Jan-21,0,16.7,32.1,28.1,66.1,0,8.7
Adilabad,Ichoda,24-Jan-21,0,19.1,32.8,37,88.2,0,5.3
Adilabad,Ichoda,25-Jan-21,0,19.3,32.6,41.5,82.2,0,12.1
Adilabad,Ichoda,26-Jan-21,0,18.6,31.6,41.7,89.1,0,6.1
Adilabad,Ichoda,27-Jan-21,0,17.5,31.2,40,79.5,0,7
Adilabad,Ichoda,28-Jan-21,0,19.2,31.3,41.1,95.8,0,4.4
Adilabad,Ichoda,29-Jan-21,0,18.6,30.6,47.2,95.3,0,9.1
Adilabad,Ichoda,30-Jan-21,0,16.8,29.5,44.5,77.4,0,14.5
Adilabad,Ichoda,31-Jan-21,0,16.8,27.5,33.3,53.4,0,9
Adilabad,Ichoda,01-Feb-21,0,17.9,28.7,32.6,71.5,0,9.8
Adilabad,Ichoda,02-Feb-21,0,14.1,30.5,21.9,55.9,0,9.6
Adilabad,Ichoda,03-Feb-21,0,18.8,30.8,15.3,76.7,0,10.3
Adilabad,Ichoda,04-Feb-21,0,17.5,30.6,14.6,79.6,0,10.2
Adilabad,Ichoda,05-Feb-21,0,14.1,29.1,20.4,69.1,0,15
Adilabad,Ichoda,06-Feb-21,0,16.6,29.9,23.2,61.5,0,9.3
Adilabad,Ichoda,07-Feb-21,0,16.9,29.6,31.2,55.8,0,8.8
Adilabad,Ichoda,08-Feb-21,0,14.1,27.6,26.3,69.3,0,9.5
Adilabad,Ichoda,09-Feb-21,0,15.2,28.8,17.7,74.6,0,9.5
Adilabad,Ichoda,10-Feb-21,0,18.1,31.1,19.3,78.8,0,7.1
Adilabad,Ichoda,11-Feb-21,0,16.3,32.1,19.5,54.9,0,5.3
Adilabad,Ichoda,12-Feb-21,0,17.6,32,17.5,71.5,0,8.4
Adilabad,Ichoda,13-Feb-21,0,18.9,31.6,29.9,62.4,0,8
Adilabad,Ichoda,14-Feb-21,0,17.9,32.4,30.1,80,0,8.7
Adilabad,Ichoda,15-Feb-21,0,18.3,32.1,30.8,70.6,0,7.8
Adilabad,Ichoda,16-Feb-21,0,18.7,33,30.1,72.3,0,12.6
Adilabad,Ichoda,17-Feb-21,0,18.6,32.8,29.5,73.7,0,10.2
Adilabad,Ichoda,18-Feb-21,0,19.2,30.2,31.8,73.7,0,8.3
Adilabad,Ichoda,19-Feb-21,0,16.3,27.5,41.3,87.5,0,12.2
Adilabad,Ichoda,20-Feb-21,2.3,15.5,24,55.7,98.5,0,13.8
Adilabad,Ichoda,21-Feb-21,0,18.3,29.3,36.9,74.1,0,11
Adilabad,Ichoda,22-Feb-21,0,17.9,31.3,37.2,70.6,0,5.5
Adilabad,Ichoda,23-Feb-21,0,19.6,32.8,20.8,61,0,2.7
Adilabad,Ichoda,24-Feb-21,0,21.3,33.9,22.7,51.9,0,0.9
Adilabad,Ichoda,25-Feb-21,0,15,35,18.8,70.6,0,7.7
Adilabad,Ichoda,26-Feb-21,0,19.2,36.4,16.4,53.4,0,11.7
Adilabad,Ichoda,27-Feb-21,0,20.4,36.4,21.7,39,0,9
Adilabad,Ichoda,28-Feb-21,0,16.9,35.2,18.4,36,0,6.6
Adilabad,Ichoda,01-Mar-21,0,24.7,36.6,14.3,38.2,0,7.3
Adilabad,Ichoda,02-Mar-21,0,22.6,35.7,17.7,45.9,0,6
Adilabad,Ichoda,03-Mar-21,0,22,36.3,15.7,40.6,0,8
Adilabad,Ichoda,04-Mar-21,0,20.7,34.8,15,39,0,7.7
Adilabad,Ichoda,05-Mar-21,0,20.1,35.9,12.4,49,0,3.4
Adilabad,Ichoda,06-Mar-21,0,22.2,36.1,14.3,42.8,0,13.6
Adilabad,Ichoda,07-Mar-21,0,19.6,35.7,13.7,38.7,0,7.1
Adilabad,Ichoda,08-Mar-21,0,18,36.8,20.4,65.1,0,6.2
Adilabad,Ichoda,09-Mar-21,0,19,36,21.6,75.8,0,5.1
Adilabad,Ichoda,10-Mar-21,0,20.3,36.5,25.7,75.6,0,4.4
Adilabad,Ichoda,11-Mar-21,0,19.8,36.1,24.6,74.8,0,7.6
Adilabad,Ichoda,12-Mar-21,0,18.3,36,20.3,72.9,0,8.9
Adilabad,Ichoda,13-Mar-21,0,19.8,35.8,24.9,69.9,0,9.5
Adilabad,Ichoda,14-Mar-21,0,16.5,33.8,22.4,60.4,0,0.1
Adilabad,Ichoda,15-Mar-21,0,18.8,35,17.7,41.6,0,0.4
Adilabad,Ichoda,16-Mar-21,0,21.6,34.9,19,59.5,0,0.1
Adilabad,Ichoda,17-Mar-21,0,22.9,35.5,23,64.3,0,0.5
Adilabad,Ichoda,18-Mar-21,0,24.2,36.8,21.3,71.2,0,1.6
Adilabad,Ichoda,19-Mar-21,0,24.6,35.5,25.7,59.5,0,14.6
Adilabad,Ichoda,20-Mar-21,0,22.1,33.7,25.1,65.7,0,11.4
Adilabad,Ichoda,21-Mar-21,0,21.5,33.9,28.4,64.3,0,12.1
Adilabad,Ichoda,22-Mar-21,0,20.8,35.8,19.7,50.8,0,11
Adilabad,Ichoda,23-Mar-21,0,24.1,34.4,27.1,54.2,0,8.8
Adilabad,Ichoda,24-Mar-21,0,18.6,32.8,32.1,54.7,0,12.1
Adilabad,Ichoda,25-Mar-21,0,20.8,34.8,25.7,52,0,0.6
Adilabad,Ichoda,26-Mar-21,0,22.8,36.6,22.4,40.4,0,2.2
Adilabad,Ichoda,27-Mar-21,0,21.5,37,18.4,34.6,0,4.6
Adilabad,Ichoda,28-Mar-21,0,21.9,37.7,13.2,31,0,12.1
Adilabad,Ichoda,29-Mar-21,0,22.8,38.8,11.3,35.6,0,9
Adilabad,Ichoda,30-Mar-21,0,24.1,39.2,12.6,32.8,0,8.8
Adilabad,Ichoda,31-Mar-21,0,25.2,39.4,13.2,63.3,0.5,12
Adilabad,Sirikonda,01-Jan-21,0,13.8,29.3,42.5,91.9,0,1.4
Adilabad,Sirikonda,02-Jan-21,0,14.3,28.8,52.3,95.5,0,1.7
Adilabad,Sirikonda,03-Jan-21,0,13.3,29.5,46.7,97.2,0,1.3
Adilabad,Sirikonda,04-Jan-21,0,14.3,29.4,42.6,97.4,0,1.1
Adilabad,Sirikonda,05-Jan-21,0,14.5,30.2,38.7,93.7,0,1.8
Adilabad,Sirikonda,06-Jan-21,0,17.2,30.1,48.1,93.4,0,1.7
Adilabad,Sirikonda,07-Jan-21,0,20.2,29.5,57.5,95.3,0,1.6
Adilabad,Sirikonda,08-Jan-21,0,21.5,27.4,67.3,93.3,0,1.4
Adilabad,Sirikonda,09-Jan-21,0,17,31,51.3,95.1,0,1.4
Adilabad,Sirikonda,10-Jan-21,0,15.2,31.9,29.5,87,0,3.4
Adilabad,Sirikonda,11-Jan-21,0,15.9,32.4,24,85.4,0,2.1
Adilabad,Sirikonda,12-Jan-21,0,16.9,33.2,39.3,92.2,0,1.6
Adilabad,Sirikonda,13-Jan-21,0,17.7,32.3,42.3,92.4,0,1.4
Adilabad,Sirikonda,14-Jan-21,0,15.9,31.5,33.5,93.6,0,1.4
Adilabad,Sirikonda,15-Jan-21,0,13.9,31.5,33.5,88.7,0,2.9
Adilabad,Sirikonda,16-Jan-21,0,14.5,31.8,33.2,89.4,0,2
Adilabad,Sirikonda,17-Jan-21,0,15.4,31.3,38.3,90.7,0,1.6
Adilabad,Sirikonda,18-Jan-21,0,15.2,31.7,35.2,91.4,0,2
Adilabad,Sirikonda,19-Jan-21,0,15.8,31,45.5,94.2,0,1
Adilabad,Sirikonda,20-Jan-21,0,16.7,31.9,40.9,91.7,0,2.1
Adilabad,Sirikonda,21-Jan-21,0,18.5,32.7,39.4,87.4,0,1.8
Adilabad,Sirikonda,22-Jan-21,0,14.5,30.9,36.3,84.8,0,2
Adilabad,Sirikonda,23-Jan-21,0,14.7,31.8,33.4,85.2,0,1.4
Adilabad,Sirikonda,24-Jan-21,0,16.7,33.5,37.4,95.2,0,1.9
Adilabad,Sirikonda,25-Jan-21,0,17.1,32.8,40.4,91.7,0,1.7
Adilabad,Sirikonda,26-Jan-21,0,17.5,33.7,39.4,93.7,0,1.5
Adilabad,Sirikonda,27-Jan-21,0,17.7,32.7,40.1,86.6,0,1.6
Adilabad,Sirikonda,28-Jan-21,0,17.4,31.1,47.2,94.5,0,1.7
Adilabad,Sirikonda,29-Jan-21,0,17.2,30.9,47.9,97,0,2.2
Adilabad,Sirikonda,30-Jan-21,0,16.3,31.1,43.3,87.4,0,2.6
Adilabad,Sirikonda,31-Jan-21,0,14.4,27.9,37.6,73.3,0,2.6
Adilabad,Sirikonda,01-Feb-21,0,14.4,29.8,35.3,77.6,0,1.5
Adilabad,Sirikonda,02-Feb-21,0,11.3,31.3,27.3,83.2,0,1.5
Adilabad,Sirikonda,03-Feb-21,0,11.3,31.7,20.3,84,0,2.3
Adilabad,Sirikonda,04-Feb-21,0,11.1,32.2,16.9,86.2,0,2
Adilabad,Sirikonda,05-Feb-21,0,12.2,30.6,24.8,87,0,2.6
Adilabad,Sirikonda,06-Feb-21,0,13.9,31.2,24.5,82.6,0,2.1
Adilabad,Sirikonda,07-Feb-21,0,16.7,29.8,34.5,69,0,2
Adilabad,Sirikonda,08-Feb-21,0,10.5,27.8,34.4,80.4,0,2.4
Adilabad,Sirikonda,09-Feb-21,0,10,29,21,82.2,0,2.6
Adilabad,Sirikonda,10-Feb-21,0,11.9,31.5,21.8,84.3,0,2.1
Adilabad,Sirikonda,11-Feb-21,0,12.4,33,20,85.4,0,1.3
Adilabad,Sirikonda,12-Feb-21,0,13.7,32.2,22.9,87.7,0,3.6
Adilabad,Sirikonda,13-Feb-21,0,15.3,32.3,31.2,86.5,0,1.4
Adilabad,Sirikonda,14-Feb-21,0,15.5,32.9,33.4,89.5,0,1.5
Adilabad,Sirikonda,15-Feb-21,0,18.8,33.3,32,81.9,0,2.1
Adilabad,Sirikonda,16-Feb-21,0,15.6,32.8,32.6,89.1,0,2.2
Adilabad,Sirikonda,17-Feb-21,0,17.5,33.8,31.3,83.3,0,3.6
Adilabad,Sirikonda,18-Feb-21,0,18.2,32.3,31,83.2,0,1.8
Adilabad,Sirikonda,19-Feb-21,0,17.6,28.4,44,84.5,0,2.4
Adilabad,Sirikonda,20-Feb-21,1.5,15.1,24.4,57.1,94.8,0,2.3
Adilabad,Sirikonda,21-Feb-21,0,17.3,31,34.2,86.3,0,2.4
Adilabad,Sirikonda,22-Feb-21,0,16,30.9,38.7,86.6,0,2.3
Adilabad,Sirikonda,23-Feb-21,0,15.3,33.1,26.7,81.6,0,1.7
Adilabad,Sirikonda,24-Feb-21,0,15.5,34.2,24.8,80.8,0,2
Adilabad,Sirikonda,25-Feb-21,0,15.5,36.1,20.6,78.1,0,1.9
Adilabad,Sirikonda,26-Feb-21,0,16.9,36.6,21.4,76.9,0,1.5
Adilabad,Sirikonda,27-Feb-21,0,17.5,36.7,27.3,77.6,0,1.8
Adilabad,Sirikonda,28-Feb-21,0,17.2,35.2,22.3,68.2,0,2
Adilabad,Sirikonda,01-Mar-21,0,23.3,36.6,16.7,67.9,0,3.2
Adilabad,Sirikonda,02-Mar-21,0,19.1,36.1,20.7,76.8,0,1.7
Adilabad,Sirikonda,03-Mar-21,0,17.8,35.6,19.7,59.5,0,2.2
Adilabad,Sirikonda,04-Mar-21,0,16.2,34.7,19.4,66.7,0,2.7
Adilabad,Sirikonda,05-Mar-21,0,16,36.5,15.9,75.4,0,1.4
Adilabad,Sirikonda,06-Mar-21,0,16.8,36.3,16.9,72.1,0,2.4
Adilabad,Sirikonda,07-Mar-21,0,17.4,37.2,14.7,61.2,0,2.3
Adilabad,Sirikonda,08-Mar-21,0,17.9,36.5,17.8,62.5,0,1.9
Adilabad,Sirikonda,09-Mar-21,0,19.6,36.6,20.6,82.4,0,2
Adilabad,Sirikonda,10-Mar-21,0,20.6,35.8,25.7,82.8,0,1.6
Adilabad,Sirikonda,11-Mar-21,0,20.5,36.2,24.2,83.5,0,1.9
Adilabad,Sirikonda,12-Mar-21,0,18.2,36,19.5,83.9,0,2.9
Adilabad,Sirikonda,13-Mar-21,0,20.6,35.8,24.6,77.2,0,3.2
Adilabad,Sirikonda,14-Mar-21,0,17.2,33.9,25.1,74.6,0,1.4
Adilabad,Sirikonda,15-Mar-21,0,18.2,35,19.6,66.8,0,2.2
Adilabad,Sirikonda,16-Mar-21,0,19.5,36,20.1,75.3,0,1.3
Adilabad,Sirikonda,17-Mar-21,0,21.4,35.8,24.7,72.9,0,0.9
Adilabad,Sirikonda,18-Mar-21,0,23.4,37.2,26.5,75.7,0,1.1
Adilabad,Sirikonda,19-Mar-21,0,23.6,36.3,28.2,69.1,0,1.6
Adilabad,Sirikonda,20-Mar-21,0,22.6,35.1,26.2,66.4,0,2
Adilabad,Sirikonda,21-Mar-21,0,20.8,34.9,30.2,70.3,0,3
Adilabad,Sirikonda,22-Mar-21,0,21.6,36.3,23.6,64.3,0,2
Adilabad,Sirikonda,23-Mar-21,0,23.5,34.6,31,62.8,0,4.4
Adilabad,Sirikonda,24-Mar-21,0,19.3,32.9,36.1,71.3,0,3.4
Adilabad,Sirikonda,25-Mar-21,0,20.7,35,28.8,65.6,0,2.9
Adilabad,Sirikonda,26-Mar-21,0,23.3,37.8,23.7,60.1,0,2.9
Adilabad,Sirikonda,27-Mar-21,0,21.6,37,24.1,35.4,1.1,2.7
Adilabad,Sirikonda,28-Mar-21,0,21.5,37.2,11.3,29.3,0,12
Adilabad,Sirikonda,29-Mar-21,0,22.5,38.9,11.6,40.3,0,11.3
Adilabad,Sirikonda,30-Mar-21,0,22.4,39.7,10.1,41.9,0,8.4
Adilabad,Sirikonda,31-Mar-21,0,24.8,38.9,11.6,63.3,1.1,15.2
Adilabad,Utnur,01-Jan-21,0,12.7,29.4,41.9,92.1,0,1.9
Adilabad,Utnur,02-Jan-21,0,14,28.8,50,95.2,0,2.1
Adilabad,Utnur,03-Jan-21,0,12.1,29.5,47.1,97.4,0,1.7
Adilabad,Utnur,04-Jan-21,0,13.7,29.3,44,96.7,0,2.1
Adilabad,Utnur,05-Jan-21,0,13.8,29.1,38.5,94.8,0,2.8
Adilabad,Utnur,06-Jan-21,0,16.4,28.7,51.5,90.2,0,2
Adilabad,Utnur,07-Jan-21,0,19.2,28.8,57.1,94.1,0,1.5
Adilabad,Utnur,08-Jan-21,0,20.6,28.1,65.1,91.7,0,1.6
Adilabad,Utnur,09-Jan-21,0,15.1,30.2,46.7,91.1,0,2.2
Adilabad,Utnur,10-Jan-21,0,14.2,30.6,29.7,91.3,0,3
Adilabad,Utnur,11-Jan-21,0,15.1,32,25.5,89,0,2.8
Adilabad,Utnur,12-Jan-21,0,15.4,32.3,34.8,93.1,0,1.8
Adilabad,Utnur,13-Jan-21,0,17.1,32.5,30.2,86.8,0,2
Adilabad,Utnur,14-Jan-21,0,15.5,31.9,35.5,86.7,0,2
Adilabad,Utnur,15-Jan-21,0,12.3,31.9,34.5,88.4,0,2.2
Adilabad,Utnur,16-Jan-21,0,13.7,32.1,34,86.5,0,1.8
Adilabad,Utnur,17-Jan-21,0,15,31.1,35.5,86.4,0,2
Adilabad,Utnur,18-Jan-21,0,13.2,31.5,34.4,90,0,2.3
Adilabad,Utnur,19-Jan-21,0,14,30.7,37.8,95.9,0,2.5
Adilabad,Utnur,20-Jan-21,0,14.9,32.1,37.8,94.3,0,2.2
Adilabad,Utnur,21-Jan-21,0,16.6,31,41.9,88.5,0,2.3
Adilabad,Utnur,22-Jan-21,0,14.2,31.6,34.5,78.9,0,2.5
Adilabad,Utnur,23-Jan-21,0,13.1,32.3,28.4,84.9,0,1.8
Adilabad,Utnur,24-Jan-21,0,15.3,32.4,39.6,95.3,0,2.2
Adilabad,Utnur,25-Jan-21,0,16.5,32.2,43.1,94.4,0,3.1
Adilabad,Utnur,26-Jan-21,0,15.8,32.1,43.8,94.9,0,2
Adilabad,Utnur,27-Jan-21,0,17.8,31.2,44.1,88.1,0,2.2
Adilabad,Utnur,28-Jan-21,0,16.8,30.9,44.2,94.7,0,3
Adilabad,Utnur,29-Jan-21,0,16.2,29.7,50.6,96.9,0,2.7
Adilabad,Utnur,30-Jan-21,0,16.6,30.3,46.6,82.5,0,2.8
Adilabad,Utnur,31-Jan-21,0,16,28.6,35.9,59.5,0.2,3.1
Adilabad,Utnur,01-Feb-21,0,14.7,30.2,32.8,63.8,0.2,2.3
Adilabad,Utnur,02-Feb-21,0,11.8,31.6,26.2,77.2,0,2.5
Adilabad,Utnur,03-Feb-21,0,11.1,31.3,18.9,70.9,0,3.3
Adilabad,Utnur,04-Feb-21,0,10,31.2,15.1,74.4,0,2.8
Adilabad,Utnur,05-Feb-21,0,11.3,29.3,25.1,84.6,0,3.6
Adilabad,Utnur,06-Feb-21,0,12.2,31.2,26.3,80.9,0,3
Adilabad,Utnur,07-Feb-21,0,16.5,30.2,31.9,60,0,3.3
Adilabad,Utnur,08-Feb-21,0,12,29.2,29.6,63.1,0,4.3
Adilabad,Utnur,09-Feb-21,0,9.2,29.2,20.4,71.4,0,3.1
Adilabad,Utnur,10-Feb-21,0,10.6,31.7,21.3,72.6,0,2.2
Adilabad,Utnur,11-Feb-21,0,11.4,32.7,22.2,78,0,1.4
Adilabad,Utnur,12-Feb-21,0,12.4,32.6,21.6,86.5,0,3.1
Adilabad,Utnur,13-Feb-21,0,13.5,32,34.9,82.8,0,1.8
Adilabad,Utnur,14-Feb-21,0,15,32.7,34.6,87.2,0,2.2
Adilabad,Utnur,15-Feb-21,0,16.3,32.4,33.4,84.5,0,1.9
Adilabad,Utnur,16-Feb-21,0,14.9,33.7,29.8,85.8,0,2.1
Adilabad,Utnur,17-Feb-21,0,17.8,32.7,34.1,76.6,0,3.3
Adilabad,Utnur,18-Feb-21,0.3,17.3,30.4,31.2,80.8,0.2,2.9
Adilabad,Utnur,19-Feb-21,0.3,17,27,45.8,85.1,0.1,4
Adilabad,Utnur,20-Feb-21,2.9,16.2,24.5,58.2,92.7,0,2.3
Adilabad,Utnur,21-Feb-21,0,16.3,30,33.7,84,0,3.9
Adilabad,Utnur,22-Feb-21,0,14.7,31.4,34.9,83.6,0,3.1
Adilabad,Utnur,23-Feb-21,0,14.7,33.9,23.9,70.9,0.2,2.4
Adilabad,Utnur,24-Feb-21,0,14.7,34.7,22.3,73.2,0,2.8
Adilabad,Utnur,25-Feb-21,0,15,35.9,21.1,74.2,0,2.6
Adilabad,Utnur,26-Feb-21,0,16.2,37.1,18.9,70.8,0,1.5
Adilabad,Utnur,27-Feb-21,0,16.6,36.7,22.8,69.1,0,2.2
Adilabad,Utnur,28-Feb-21,0,16.9,35.5,20.8,58.3,0,3.2
Adilabad,Utnur,01-Mar-21,0,23.1,36.8,16.8,53.6,0,1.9
Adilabad,Utnur,02-Mar-21,0,18.6,36.1,22.3,73.7,0,2.5
Adilabad,Utnur,03-Mar-21,0,19.1,36.1,17.5,55.8,0,3.5
Adilabad,Utnur,04-Mar-21,0,15.9,34.9,17,55.4,0,3.2
Adilabad,Utnur,05-Mar-21,0,15,37.1,13,68.9,0,2.1
Adilabad,Utnur,06-Mar-21,0,17.1,35.4,20.5,69.7,0,2.4
Adilabad,Utnur,07-Mar-21,0,17.2,36.7,15,57.2,0,3
Adilabad,Utnur,08-Mar-21,0,17.3,36.2,20.8,66.4,0,2.5
Adilabad,Utnur,09-Mar-21,0,19.5,35.6,22.9,80,0,2.4
Adilabad,Utnur,10-Mar-21,0,21.4,34.6,32.6,78.9,0.2,2.2
Adilabad,Utnur,11-Mar-21,0,20.1,34.9,26.1,79.4,0,2.5
Adilabad,Utnur,12-Mar-21,0,17.6,35.9,20,75.6,0,2.9
Adilabad,Utnur,13-Mar-21,0,20.5,34.9,23.8,76.4,0,5.4
Adilabad,Utnur,14-Mar-21,0,16.9,34.2,26.2,65.4,0,4.3
Adilabad,Utnur,15-Mar-21,0,17.4,34.6,21,58.6,0,2.2
Adilabad,Utnur,16-Mar-21,0,20,35.5,20.4,68.6,0,2.7
Adilabad,Utnur,17-Mar-21,0,19.4,36.1,28.5,72.5,0,1.9
Adilabad,Utnur,18-Mar-21,0,24.1,35.6,28.5,70.2,0,2.5
Adilabad,Utnur,19-Mar-21,0,23.3,34.6,31.5,65.3,0.1,3.2
Adilabad,Utnur,20-Mar-21,0,22,34.8,26.9,63.9,0.3,3
Adilabad,Utnur,21-Mar-21,0,21.5,34,32,62.1,0.1,5.1
Adilabad,Utnur,22-Mar-21,0,21.6,36.2,24.6,56.6,0,3.2
Adilabad,Utnur,23-Mar-21,0,22.5,35,29.3,63.5,0.2,4.8
Adilabad,Utnur,24-Mar-21,0,19.1,32.7,36.4,64.8,0,4.8
Adilabad,Utnur,25-Mar-21,0,20.3,35.6,27,57.7,0,3
Adilabad,Utnur,26-Mar-21,0,22.2,37.7,23.7,55.4,0,2.1
Adilabad,Utnur,27-Mar-21,0,19.6,37.6,19.7,53.4,0.2,3.9
Adilabad,Utnur,28-Mar-21,0,20.6,37.7,15.9,51.8,0,2.3
Adilabad,Utnur,29-Mar-21,0,19.4,39.6,13.4,50,0,2.7
Adilabad,Utnur,30-Mar-21,0,20.5,40.2,14.9,62.2,0,2.1
Adilabad,Utnur,31-Mar-21,0,23.4,40.8,14.6,63.3,0,2.4
